,City,cityID,clusterID,Typology,Country,Car Modeshare (%),Public Transit Modeshare (%),Bicycle Modeshare (%),Walking Modeshare (%),Gasoline Pump Price (USD/liter),Road Deaths Rate (per 1000),Subway Length (km),Subway Length Density (per km),Subway Stations per Hundred Thousand,Subway Ridership per Capita,Subway Age (years),BRT Length (km),BRT System Length Density (per km),BRT Stations per Hundred Thousand Persons,BRT Fleet per Hundred Thousand Persons,BRT Annual Ridership per Capita,BRT Age (years),Bikeshare Stations,Bikeshare Stations per Hundred Thousand Persons,Bikeshare Number of Bikes,Bikeshare Bicycles per Hundred Thousand Persons,Bikeshare Age (years),Congestion (%),Congestion AM Peak (%),Congestion PM Peak (%),Traffic Index,Travel Time Index,Inefficiency Index,Population,Land Area (sq. km),Population Density (per sq. km),Population Change 1990 – 2000,Population Change 2000 – 2010,Population Change 2010 – 2020,Population Change 2020 – 2025,Urbanization Rate 2015 (%),Urbanization Rate Change 2015 – 2025 (pp),GDP per Capita (USD),Unemployment Rate (%),Cost of Living Index,Rent Index,Grocery Index,Restaurant Price Index,Local Purchasing Power Index,Gini Coefficient,Poverty Rate (%),Life Expectancy (years),Safety Index,Internet Penetration,Digital Penetration,Innovation Index,Smartphone Penetration (%),CO2 Emissions per Capita (metric tonnes),Pollution Index ,Street length total (m),Street Length Density (m/sq. km),Street Length Average (m),Intersection Count,Intersection Density (per sq. km),Degree Average,Streets per Node,Circuity,Self-Loop Proportion,Highway Proportion,Metro Propensity Factor,BRT Propensity Factor,BikeShare Propensity Factor,Development Factor,Sustainability Factor,Population Factor,Congestion Factor,Sprawl Factor,Network Density Factor,AvgTemperature,coordinates,Temperature,Humidity,Location
109,Miami(FL),270.0,8.0,Auto Innovative,United States,87.0,3.8,0.5,1.7,0.7,14.5,39.3,0.012246806,0.395189003,3.625429553,33.0,34.0,0.010595201,0.962199313,0.790378007,1.18556701,21.0,100,1.718213058,1000.0,17.18213058,7.0,30.0,50.0,63.0,203.99,43.5,205.91,5820000.0,3209.0,1700.0,976661.0,1024517.0,872002.0,412796.0,81.6,1.7,47438.0,7.4,82.77,61.31,81.07,87.27,100.59,0.474,26.6,79.4,43.05,76.2,0.78,50.0,72.0,14.5,41.93,3000176.32,10162513650.0,123.6421315,13837.0,3387.305467,5.814234828,3.278042879,1.022060633,0.000577968,0.017944244,0.1715623549,0.35154537,0.3688153424,0.7833936651,0.2523091724,0.1604206223,0.3588852409,0.6845117445,0.7159668304,,"(25.7742658, -80.1936589)",23.41,88,"(25.7742658, -80.1936589)"
110,Nagoya,145.0,9.0,MassTransit Heavyweight,Japan,25.0,32.6,18.6,23.9,1.34,4.7,93.3,0.024015444,0.86696562,44.18535127,60.0,7.0,0.001801802,0.089686099,0.249128052,0.269058296,17.0,0,0.0,0.0,0.0,0.0,,,,,,,10035000.0,3885.0,2600.0,174650.0,178014.0,255595.0,48882.0,93.5,2.8,40144.0,3.2,,,,,,,,83.7,,90.6,0.75,42.0,39.0,8.7,34.65,12600021.99,19751695537.0,81.49235519,91742.0,1567.592148,6.141634077,3.276313286,1.026878598,0.00043369,0.013008232,0.3961258504,0.2548025373,0.2838689249,0.7323306506,0.4422012684,0.077916036,0.5535426012,0.438217991,0.9732137951,37.4,"(35.1851045, 136.8998438)",6.89,62,"(35.1851045, 136.8998438)"
111,Auckland,184.0,7.0,Auto Sprawl,New Zealand,78.0,4.0,0,17.0,1.62,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.011029412,0.364963504,,4.233576642,10.0,0,0.0,0.0,0.0,0.0,38.0,68.0,81.0,166.74,38.88,210.69,1370000.0,544.0,2500.0,193224.0,343853.0,346897.0,132325.0,86.3,0.6,31766.0,,82.23,45.25,73.81,74.13,104.31,,,81.6,54.08,86.6,0.72,43.0,70.0,7.64505234,29.07,3956820.358,3913857027.0,145.5676682,15836.0,989.1419557,4.855443013,2.632854755,1.078108061,0.019706329,0.027454239,0.0439382594,0.2505812293,0.3195987132,0.7713624941,0.3551129756,0.0352218973,0.4642007302,0.3436981893,0.195751895,63.8,"(-36.852095, 174.7631803)",12.73,72,"(-36.852095, 174.7631803)"
112,Oklahoma City(OK),312.0,7.0,Auto Sprawl,United States,92.4,0.4,0.4,1.5,0.59,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.752688172,100.0,10.75268817,6.0,14.0,24.0,32.0,,,,930000.0,1064.0,800.0,37028.0,99752.0,159660.0,80909.0,81.6,1.7,47819.0,5.1,65.24,27.07,68.64,59.33,126.16,0.454,16.6,75.9,,69.4,0.78,41.0,72.0,9.9,,11710089.52,4259815355.0,192.1293133,34910.0,363.773082,5.223320435,2.83052823,1.067911959,0.006997813,0.024807583,0.0202776158,0.1418547306,0.4091871206,0.6731036542,0.3719119561,0.0382212634,0.0995049601,0.8094634779,0.3342588509,,"(35.4729886, -97.5170536)",-7.79,33,"(35.4729886, -97.5170536)"
113,Mosul,134.0,5.0,Hybrid Moderate,Iraq,57.0,21.0,7,15.0,0.63,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1730000.0,140.0,12400.0,319878.0,391377.0,572832.0,374740.0,69.5,1.7,5695.7,,,,,,,,14.8,68.9,,9.0,,,,4.920137222,,1216288.67,11222198136.0,86.34121316,8724.0,9226.591034,5.528746272,2.913915458,1.035434037,0.0,0.0,0.0125795574,0.0758513703,0.3816433529,0.2868381438,0.2631345356,0.137882265,0.4322679432,0.4078054472,0.6410792406,,"(36.343694049999996, 43.099715597302286)",8.64,74,"(36.343694049999996, 43.099715597302286)"
114,Cairo,85.0,2.0,BusTransit Sprawl,Egypt,32.2,30.0,,,0.37,12.8,77.9,0.044236229,0.383406662,82.58956631,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,267.89,53.72,314.85,15910000.0,1761.0,9000.0,1108680.0,861508.0,2222457.0,1486341.0,43.1,1.9,7843.0,11.9,36.08,9.25,31.87,31.31,35.06,0.34,15.3,73.45,42.65,38.6,0.4,38.0,,2.431261947,96.15,11669074.97,2757217120.0,122.8608201,57579.0,236.2841207,5.230089202,3.027079643,1.061424298,0.002965639,0.035212909,0.3136911977,0.0617665255,0.4108796181,0.2217149509,0.2040246939,0.3665508462,0.652534468,0.6624442253,0.3837836875,71.1,"(30.048819, 31.243666)",13.71,51,"(30.048819, 31.243666)"
115,Cordoba,7.0,5.0,Hybrid Moderate,Argentina,29.8,40.3,,,1.36,13.6,0.0,0.0,0.0,0.0,0.0,5.3,0.014600551,0.564263323,,10.90909091,4.0,0,0.0,0.0,0.0,0.0,,,,,,,1595000.0,363.0,4400.0,147393.0,184685.0,243350.0,116147.0,91.8,1.2,10154.0,,53.08,11.75,42.87,47.05,68.39,0.51,12.6,76.3,,79.4,0.53,34.0,48.0,4.46229798,,,,,,,,,,,,0.0832930238,0.2102046182,0.3770518327,0.395764607,0.3373124767,0.0437232287,0.4817434971,0.3023082214,0.4781262271,,"(37.8845813, -4.7760138)",9.65,93,"(37.8845813, -4.7760138)"
116,Munich,100.0,9.0,MassTransit Heavyweight,Germany,37.0,21.0,14,28.0,1.73,3.8,95.0,0.203862661,4.8,195.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1.5,3000.0,150.0,7.0,30.0,51.0,53.0,101.62,35.27,106.46,2000000.0,466.0,4300.0,-15407.0,147269.0,113663.0,47468.0,75.3,2.2,78834.0,3.3,74.72,40.93,59.27,74.68,131.73,,,81.0,85.43,86.2,0.74,53.0,60.0,8.5,17.74,3807902.142,6823369157.0,134.5453375,16969.0,1791.897192,5.180152593,2.936419785,1.051771049,0.005791235,0.021029545,0.6749471378,0.14253095,0.4336899472,0.779352766,0.5993657893,0.0335328695,0.3540319355,0.2363657469,0.4297553943,39.2,"(48.1371079, 11.5753822)",-7.07,81,"(48.1371079, 11.5753822)"
117,Munich,100.0,9.0,MassTransit Heavyweight,Germany,37.0,21.0,14,28.0,1.73,3.8,95.0,0.203862661,4.8,195.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1.5,3000.0,150.0,7.0,30.0,51.0,53.0,101.62,35.27,106.46,2000000.0,466.0,4300.0,-15407.0,147269.0,113663.0,47468.0,75.3,2.2,78834.0,3.3,74.72,40.93,59.27,74.68,131.73,,,81.0,85.43,86.2,0.74,53.0,60.0,8.5,17.74,3807902.142,6823369157.0,134.5453375,16969.0,1791.897192,5.180152593,2.936419785,1.051771049,0.005791235,0.021029545,0.6749471378,0.14253095,0.4336899472,0.779352766,0.5993657893,0.0335328695,0.3540319355,0.2363657469,0.4297553943,39.2,"(48.1371079, 11.5753822)",-7.07,81,"(48.1371079, 11.5753822)"
118,Oran,3.0,2.0,BusTransit Sprawl,Algeria,,,,,0.37,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1015000.0,163.0,6200.0,59272.0,69838.0,144774.0,105265.0,70.7,4.9,4827.7,,,,,,,0.37,,75.6,,37.3,0.37,,,3.51478009,,1358143.815,6104866158.0,88.64011324,9253.0,4495.007149,5.749213757,3.120827838,1.04461664,0.000635257,0.017992039,0.0475021066,0.0880818129,0.3884725149,0.2319020768,0.3115324901,0.1144217666,0.5549051413,0.6897369883,0.4997618921,,"(35.7032751, -0.6492976)",12.24,76,"(35.7032751, -0.6492976)"
119,Kansas City(MO),295.0,7.0,Auto Sprawl,United States,91.6,0.9,0.2,1.3,0.62,14.3,0.0,0.0,0.0,0.0,0.0,35.0,0.019931663,2.732919255,1.677018634,2.590062112,,30,1.863354037,300.0,18.63354037,6.0,11.0,16.0,27.0,135.93,29.0,112.3,1610000.0,1756.0,900.0,132327.0,211395.0,275447.0,136909.0,81.6,1.7,54348.0,6.4,66.58,30.72,63.92,67.24,170.3,0.455,17.9,77.5,40.01,74.6,0.78,43.0,72.0,22.6,,13142168.62,6774043635.0,158.2955159,47135.0,515.4433664,5.165692274,2.822683189,1.05452974,0.005827114,0.033226392,0.0203746081,0.2984187252,0.4216700225,0.7471370218,0.4081951015,0.0713088372,0.0,0.8570719921,0.4029599261,,"(39.100105, -94.5781416)",-9.12,34,"(39.100105, -94.5781416)"
120,Kampala,254.0,1.0,Congested Emerging,Uganda,9.0,82.0,,,1.02,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,2440000.0,751.0,3200.0,341827.0,497008.0,1075395.0,871153.0,16.1,3.8,662.4,,37.67,7.62,31.59,26.04,21.2,0.34,9.6,62.3,,31.1,0.17,,4.0,0.133852656,,3529527.901,2787714940.0,191.7388038,10638.0,789.8265771,4.868921489,2.503192067,1.075295383,0.000948528,0.009304222,0.1198244581,0.0116325265,0.3691014756,0.0251887368,0.3236653603,0.2378056574,0.7652850673,0.4174106565,0.2515782763,74.9,"(0.3177137, 32.5813539)",17.27,94,"(0.3177137, 32.5813539)"
121,Aleppo,240.0,1.0,Congested Emerging,Syria,,,,,0.44,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,3665000.0,259.0,14200.0,649760.0,864309.0,997253.0,559590.0,57.7,4.1,1821.0,,,,,,,,30.8,64.5,,25.9,0.28,,,1.866465075,,4142305.08,4045982370.0,109.0424629,22555.0,976.7465919,5.640947898,3.032913109,1.033903057,0.000480919,0.003452894,0.0810040824,0.0702538979,0.3600128052,0.0815208396,0.2686936929,0.2340819575,0.6845899851,0.4496022315,0.4126633771,,"(36.19924, 37.1637253)",7.92,73,"(36.19924, 37.1637253)"
122,Sao Paulo,21.0,4.0,BusTransit Dense,Brazil,27.6,39.0,0.6,22.8,1.22,11.8,77.4,0.028592538,0.325163795,63.86799321,43.0,45.0,0.016623569,1.053142441,19.2477554,46.5032759,38.0,241,1.169619025,600.0,2.911914584,6.0,30.0,42.0,53.0,204.02,46.41,217.63,20605000.0,2707.0,7600.0,2323364.0,2550162.0,2593696.0,931681.0,85.7,2.1,25650.0,16.1,54.65,21.48,41.66,48.34,43.55,0.55,28.09,73.15,27.25,54.2,0.5,44.0,41.0,2.465870235,88.29,,,,,,,,,,,0.363477276,0.5840782469,0.4432580516,0.3775516811,0.1920435879,0.4081497259,0.551303,0.3377632383,0.6508194481,64.0,"(-23.5506507, -46.6333824)",24.63,88,"(-23.5506507, -46.6333824)"
123,Riyadh,214.0,2.0,BusTransit Sprawl,Saudi Arabia,92.0,8.0,0,0.0,0.54,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.0,28.0,41.0,181.98,40.88,189.43,5845000.0,1658.0,3500.0,1242201.0,1659632.0,2067065.0,796186.0,83.1,1.9,21395.4,,47.54,16.16,38.93,33.23,173.64,,,74.5,79.29,65.9,0.44,34.0,,17.92748481,69.68,13709766.13,11897085078.0,112.1792782,77698.0,867.7817672,5.261972958,3.054771047,1.029090597,0.003679582,0.0,0.0129650751,0.113289489,0.4235776298,0.4258933553,0.2765185197,0.2613876239,0.219632322,0.8255404383,0.6285252609,66.2,"(24.638916, 46.7160104)",11.64,93,"(24.638916, 46.7160104)"
124,Toulouse,95.0,10.0,MassTransit Moderate,France,66.0,9.0,3,21.0,1.84,6.7,28.2,0.034771887,3.87434555,115.9162304,24.0,11.0,0.013563502,1.780104712,,4.178010471,10.0,280,29.31937173,2465.0,258.1151832,11.0,27.0,59.0,56.0,,,,955000.0,811.0,1200.0,123716.0,139248.0,161386.0,70932.0,79.5,2.2,50061.0,8.6,76.26,25.36,70.22,79.43,119.48,,,82.4,59.02,83.3,0.72,42.0,49.0,6.4,,1975778.768,9819477245.0,101.9020459,11926.0,4969.927506,4.775967564,2.837817914,1.099692381,0.014910629,0.030833827,0.3543696943,0.3008620266,0.609324465,0.7359578326,0.4492127907,0.0409388185,0.3574459922,0.1948819313,0.4209488937,,"(43.6044622, 1.4442469)",5.51,100,"(43.6044622, 1.4442469)"
125,Harbin,53.0,12.0,MetroBike Emerging,China,21.0,34.0,22,23.0,1.16,18.8,17.5,0.030701754,0.366225839,11.13936928,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,4915000.0,570.0,8600.0,1495233.0,1608738.0,1974741.0,739035.0,55.6,9.8,12865.0,3.6,,,,,,0.32,,76.1,,50.1,0.43,35.0,58.0,5.6,,2343580.915,2645849183.0,320.8187426,4244.0,1128.977099,5.071864111,3.194686411,1.054612971,0.000515243,0.041749199,0.1392817876,0.0614937103,0.3833122284,0.2632624965,0.7446149317,0.3676238435,0.5692425582,0.6358071688,0.3061629284,,"(45.7988273, 126.5303997)",-22.72,84,"(45.7988273, 126.5303997)"
126,Busan,229.0,6.0,Hybrid Giant,South Korea,29.8,47.3,0.9,23.5,1.47,9.1,130.2,0.324688279,2.393822394,83.65508366,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,3885000.0,401.0,9700.0,-105449.0,-274436.0,-102205.0,34304.0,82.5,1.3,23938.0,3.8,,,,,,,,82.3,,92.3,0.82,44.0,88.0,3.7,47.03,6138760.64,1227587046.0,131.4706838,26971.0,199.9731082,5.72556864,3.009517664,1.074173106,0.001915882,0.0,0.5579031173,0.1390756788,0.4111570112,0.5139294799,0.494550869,0.0,0.5062629969,0.3764626616,0.3551648503,,"(35.1799528, 129.0752365)",-2.68,59,"(35.1799528, 129.0752365)"
127,Rochester(NY),316.0,7.0,Auto Sprawl,United States,88.6,2.6,0.4,3.5,0.71,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14.0,20.0,28.0,,,,735000.0,839.0,900.0,74951.0,117955.0,154618.0,78220.0,81.6,1.7,44782.0,,67.18,29.69,65.6,70.63,138.2,0.499,33.2,80.5,33.27,73.4,0.78,41.0,72.0,8.61,,4484798.324,4843135560.0,196.9608399,13364.0,1079.900412,5.326108496,2.790995789,1.085960732,0.014743157,0.032085257,0.0236296139,0.1771530686,0.3620295807,0.7165587759,0.3341270658,0.0383989289,0.0835590351,0.6360218186,0.267267478,,"(43.157285, -77.615214)",2.57,100,"(43.157285, -77.615214)"
128,Lucknow,122.0,1.0,Congested Emerging,India,32.0,28.0,10,30.0,1.19,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,3260000.0,324.0,10100.0,607258.0,632892.0,850121.0,529439.0,32.7,4.3,1861.5,,26.93,4.98,27.38,16.27,59.56,,13.7,68.3,50.31,28.3,0.32,32.0,17.0,1.590272829,85.63,3879658.402,3429321574.0,147.4650653,15914.0,883.9235877,5.35525649,2.966214314,1.075368375,0.000693977,0.0,0.0856793743,0.0405004422,0.4078961278,0.0691026238,0.3193796903,0.2291113574,0.6729087529,0.2542064822,0.3467859082,,"(26.8381, 80.9346001)",13.26,93,"(26.8381, 80.9346001)"
129,Rangoon,179.0,1.0,Congested Emerging,Myanmar,4.7,28.6,13,42.2,0.72,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,5320000.0,570.0,9300.0,646047.0,802895.0,1267825.0,721820.0,34.1,5.7,1408.1,,,,,,,,,66.6,,2.1,0.17,,,0.237874069,,7556040.092,3422585037.0,110.083773,40741.0,452.9601478,5.87025935,3.013966664,1.036206813,0.000501283,1.85e-05,0.0700882048,0.0356451565,0.3511398263,0.0386662212,0.3312692906,0.2886455668,0.6885023623,0.3893152099,0.4038907783,84.6,"(16.7967129, 96.1609916)",25.97,88,"(16.7967129, 96.1609916)"
130,Shenyang,54.0,12.0,MetroBike Emerging,China,21.0,34.0,22,23.0,1.16,18.8,55.1,0.054554455,0.693548387,44.83870968,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.0,60.0,73.0,,,,6200000.0,1010.0,6100.0,911803.0,906290.0,1303408.0,658315.0,55.6,9.8,14105.0,3.03,,,,,,0.32,,76.1,,50.1,0.43,35.0,58.0,10.5,,2952695.658,3120790285.0,357.7290596,4785.0,1056.929208,5.17282756,3.221211535,1.037638583,7.48e-05,0.0409635,0.2221890554,0.0569174683,0.385558376,0.276916273,0.750081096,0.3094111003,0.5801912563,0.6966919238,0.3452831528,31.0,"(41.6744574, 123.4582891)",-13.58,84,"(41.6744574, 123.4582891)"
131,Porto,203.0,5.0,Hybrid Moderate,Portugal,52.0,26.0,0,22.0,1.78,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.0,48.0,55.0,127.61,31.26,155.31,1480000.0,777.0,1900.0,90117.0,101161.0,155824.0,72592.0,63.5,5.0,20813.0,17.1,49.58,16.32,38.42,40.83,68.88,,,81.1,55.57,62.1,0.65,41.0,,4.6,40.52,5877816.998,6150310537.0,113.193849,31386.0,1046.35965,4.776465604,2.744929301,1.081806555,0.004778588,0.037546386,0.0639185048,0.1194991915,0.4168213511,0.4615356045,0.4630505152,0.0891244989,0.3845510834,0.2460934511,0.3390158027,,"(41.1494512, -8.6107884)",9.2,66,"(41.1494512, -8.6107884)"
132,Chennai,116.0,3.0,Congested Boomer,India,30.0,39.0,9,22.0,1.19,26.6,19.0,0.019567456,0.130195293,0.901352028,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,175.13,43.12,195.91,9985000.0,971.0,10300.0,1014551.0,2169897.0,2798700.0,1492962.0,32.7,4.3,6469.0,18.7,25.92,7.14,26.99,15.78,83.02,0.37,13.7,68.3,55.63,28.3,0.32,38.0,17.0,1.590272829,78.65,6561095.874,7424636579.0,94.28352001,40783.0,1131.615316,5.258332846,2.714550094,1.049839414,0.000444566,0.002850357,0.1128753178,0.0421208722,0.4239380454,0.105809687,0.3221489746,0.421691496,0.5365660454,0.3961776627,0.4548663325,,"(13.0801721, 80.2838331)",24.93,100,"(13.0801721, 80.2838331)"
133,Minneapolis-St. Paul(MN),282.0,7.0,Auto Sprawl,United States,85.8,4.7,0.8,2.1,0.68,7.5,35.1,0.013260295,1.323792487,8.193202147,13.0,0.0,0.0,0.0,0.0,0.0,0.0,170,6.082289803,1550.0,55.45617174,8.0,16.0,27.0,42.0,166.83,35.27,237.18,2795000.0,2647.0,1000.0,309962.0,404723.0,454170.0,221498.0,81.6,1.7,61268.0,4.9,81.1,41.83,87.08,71.49,117.87,0.44,19.5,81.1,53.03,82.6,0.78,44.0,72.0,19.4,20.55,2332496.622,12215942219.0,148.6518783,8832.0,5237.281848,6.010445534,3.37145598,1.026579218,0.00078028,0.025194033,0.1324624609,0.1706277191,0.4320679453,0.8171226499,0.3350542172,0.0704616537,0.1382103448,0.6766820434,0.7433809001,,"(44.8621325, -93.2212015)",-10.12,53,
134,Orlando(FL),298.0,7.0,Auto Sprawl,United States,89.6,1.9,0.4,1.1,0.68,14.5,0.0,0.0,0.0,0.0,0.0,5.0,0.002443793,1.035294118,0.470588235,0.631764706,21.0,37,1.741176471,,,3.0,20.0,23.0,46.0,191.69,39.75,199.35,2125000.0,2046.0,1000.0,272082.0,293969.0,259760.0,128406.0,81.6,1.7,45783.0,6.9,77.62,39.66,81.95,76.0,121.2,0.474,18.8,79.4,45.55,76.2,0.78,45.0,72.0,14.3,39.32,5462754.685,6735924255.0,159.6549768,19778.0,1233.063654,4.877933877,2.875157735,1.094265411,0.005984409,0.036112539,0.0442514415,0.2950514514,0.3583792776,0.760427267,0.3259400273,0.0670783971,0.1732954336,0.7676423008,0.4017124131,,"(28.5421109, -81.3790304)",20.15,67,"(28.5479786, -81.41278418563017)"
135,Copenhagen,81.0,10.0,MassTransit Moderate,Denmark,33.0,20.0,30,17.0,1.8,3.1,20.4,0.033116883,1.725490196,43.92156863,15.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1.333333333,250.0,19.60784314,5.0,23.0,47.0,40.0,99.76,31.48,123.45,1275000.0,616.0,2000.0,41841.0,115226.0,137668.0,67205.0,87.7,1.5,78145.0,7.2,89.0,46.43,67.49,109.33,110.63,,,76.85,77.48,94.6,0.83,49.0,,7.1,26.45,3323014.267,4636919372.0,117.0858767,16150.0,1395.395565,4.8481492,2.684653981,1.051097765,0.003690613,0.021699467,0.2477913336,0.1537600013,0.3287091759,0.8420661027,0.6264466718,0.0082966581,0.2953285754,0.2007238451,0.3845529029,47.3,"(55.6867243, 12.5700724)",-2.37,86,"(55.6867243, 12.5700724)"
136,Belgrade,219.0,5.0,Hybrid Moderate,Serbia,26.0,49.0,1,24.0,1.52,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,107.55,30.05,89.02,1085000.0,246.0,4400.0,-7921.0,11621.0,51585.0,57842.0,55.6,1.8,18204.0,,37.29,10.22,26.59,33.94,42.58,0.28,,75.6,62.99,57.0,0.45,38.0,,6.263063271,58.07,9711712.985,1486932811.0,198.4777132,27572.0,153.1071617,4.67953668,2.503387967,1.078324121,0.000972614,0.015120498,0.093764638,0.0676605,0.4106994233,0.3163085897,0.5023131494,0.0610975468,0.4765727544,0.3061415092,0.2267276454,60.6,"(44.8178131, 20.4568974)",-2.11,92,"(44.8178131, 20.4568974)"
137,Vancouver,35.0,9.0,MassTransit Heavyweight,Canada,65.9,19.7,1.8,6.3,1.27,6.3,68.6,0.059652174,2.034632035,50.95238095,32.0,27.0,0.023478261,0.606060606,,12.98701299,,150,6.493506494,1500.0,64.93506494,2.0,39.0,54.0,72.0,183.46,41.78,173.12,2310000.0,1150.0,1900.0,400046.0,276428.0,347795.0,181349.0,81.8,1.8,44337.0,6.7,70.72,46.51,73.64,66.26,98.54,0.45,8.1,81.0,62.2,94.7,0.78,50.0,67.0,13.4,25.97,1657226.516,8637443427.0,125.5664885,7406.0,5211.987224,6.031539424,3.315269086,1.021405338,0.00186753,0.004562082,0.3157426547,0.2945686232,0.4032299697,0.7373888035,0.3655320024,0.0496931037,0.4454906947,0.3939176034,0.6618669841,,"(49.2608724, -123.1139529)",0.71,70,"(49.2608724, -123.1139529)"
138,Ouagadougou,28.0,1.0,Congested Emerging,Burkina Faso,14.0,8.0,10,42.0,1.13,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,2825000.0,466.0,6100.0,383367.0,990380.0,1750528.0,1133221.0,29.9,7.8,663.9,,,,,,,0.48,25.2,59.9,,9.7,0.08,,14.0,0.17900836,,6312986.527,5101512398.0,102.4951947,36742.0,808.0980968,6.135919875,3.116621984,1.022190413,0.000123659,0.0,0.0413246281,0.0351789949,0.3460031605,0.0070540626,0.3308961023,0.3331839566,0.6573637874,0.3685318368,0.4599830029,,"(12.3681873, -1.5270944)",21.62,30,"(12.3681873, -1.5270944)"
139,Surat,121.0,3.0,Congested Boomer,India,31.0,13.0,13,42.0,1.19,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.042918455,,,0.712401055,4.0,0,0.0,0.0,0.0,0.0,,,,,,,5685000.0,233.0,24400.0,1230362.0,1739660.0,2161537.0,930178.0,32.7,4.3,1861.5,,25.65,4.69,24.79,20.36,57.18,,13.7,68.3,71.94,28.3,0.32,33.0,17.0,1.590272829,62.08,1563874.291,1323296968.0,271.4588251,3428.0,846.1658176,5.573474002,2.905048983,1.052227028,0.000540833,0.0,0.056680597,0.1124663883,0.4308875032,0.119680302,0.3231967339,0.3639593321,0.5276580704,0.1021614896,0.250678253,,"(45.9383, 3.2553)",-4.79,86,"(45.9383, 3.2553)"
140,Guayaquil,83.0,4.0,BusTransit Dense,Ecuador,,,,,0.39,20.1,0.0,0.0,0.0,0.0,0.0,45.0,0.146103896,2.325581395,4.114490161,28.44364937,12.0,0,0.0,0.0,0.0,0.0,,,,,,,2795000.0,308.0,9100.0,505760.0,195758.0,324491.0,267793.0,63.7,2.7,5191.1,,49.83,13.75,43.53,37.69,39.94,0.49,16.4,76.2,36.02,77.4,0.41,28.0,,2.779287585,,6190991.139,1045918392.0,88.93824364,40063.0,168.9419946,5.576518147,3.089223047,1.055001784,0.001402022,0.0,0.1007900715,0.48728344,0.3612851597,0.2578564508,0.252492485,0.1211148273,0.6651301751,0.6124088067,0.329879325,77.2,"(-2.1899066, -79.887726)",23.69,65,"(-2.1899066, -79.887726)"
141,Portland(OR),287.0,7.0,Auto Sprawl,United States,80.0,6.4,2.3,3.2,0.77,11.1,97.0,0.071481209,4.85,20.1,31.0,0.0,0.0,0.0,0.0,0.0,0.0,100,5.0,100.0,5.0,0.0,29.0,41.0,66.0,125.24,27.73,110.21,2000000.0,1357.0,1400.0,414038.0,429811.0,346132.0,169145.0,81.6,1.7,62606.0,7.3,80.35,51.03,81.05,73.47,125.73,0.449,15.8,79.5,55.6,82.1,0.78,46.0,72.0,12.6,22.22,6357184.47,9116852196.0,125.9696522,28435.0,1434.102194,5.367667044,2.864212911,1.056188881,0.002099311,0.020628105,0.359832715,0.1741232151,0.3610407726,0.7821340156,0.4322565736,0.058913258,0.2753122273,0.6220855437,0.5416376877,,"(45.5202471, -122.6741949)",4.64,71,"(45.5202471, -122.6741949)"
